Gene,alt_mod_ratio,ref_mod_ratio,bias_pvalue
0610009B22Rik_401,0.518518518518518,0.620689655172414,0.486729
1110038F14Rik_935,0.695652173913043,0.652173913043478,0.680713
1110038F14Rik_953,0.681818181818182,0.625,0.668193
1500009L16Rik_507,0.714285714285714,0.65625,0.616286
1700123O20Rik_1330,0.96551724137931,0.909090909090909,0.734982
1700123O20Rik_1427,0.285714285714286,0.434782608695652,0.357591
1700123O20Rik_1668,0.548387096774194,0.708333333333333,0.323628
1700123O20Rik_1695,0.428571428571429,0.4,0.698467
1810009A15Rik_609,0.637931034482759,0.67,0.852817
1810058I24Rik_508,0.847619047619048,0.873563218390805,0.929699
1810058I24Rik_581,0.804347826086957,0.822222222222222,0.92382
2210016L21Rik_925,0.484848484848485,0.5,0.725221
2310022A10Rik_2042,0.666666666666667,0.739130434782609,0.562727
2410002F23Rik_2988,0.739130434782609,0.714285714285714,0.694862
2410002F23Rik_3128,0.875,0.805555555555556,0.672238
2410002F23Rik_3213,0.743589743589744,0.657894736842105,0.548668
2410002F23Rik_3265,0.814814814814815,0.782608695652174,0.719368
2410002F23Rik_3289,0.58974358974359,0.702702702702703,0.451487
2410002F23Rik_3438,0.568181818181818,0.641025641025641,0.58889
2410002F23Rik_3535,0.594594594594595,0.823529411764706,0.113157
2410002F23Rik_3756,0.214285714285714,0.457142857142857,0.091127
2410002F23Rik_4157,0.523809523809524,0.525,0.825566
2510039O18Rik_2127,0.4,0.4,0.486729
2510039O18Rik_2212,0.92,1,0.676563
2510039O18Rik_2446,0.954545454545455,0.95,0.941607
2610001J05Rik_370,0.681818181818182,0.769230769230769,0.485298
2610001J05Rik_379,0.428571428571429,0.484848484848485,0.62212
2610001J05Rik_389,0.91304347826087,0.794117647058823,0.401531
2610001J05Rik_404,0.3,0.67741935483871,0.0224299999999999
2610507B11Rik_6836,0.64,0.53030303030303,0.464076
2610507B11Rik_6857,0.814814814814815,0.777777777777778,0.806372
2610507B11Rik_6921,0.584905660377358,0.514705882352941,0.629454
2810004N23Rik_1346,0.911111111111111,0.542553191489362,1.99999999994649e-06
3110082I17Rik_825,0.941176470588235,0.923076923076923,0.900234
3110082I17Rik_868,0.638888888888889,0.727272727272727,0.538438
3110082I17Rik_1200,0.56,0.675675675675676,0.485939
3110082I17Rik_1269,0.478260869565217,0.59375,0.442494
4921524J17Rik_561,0.864864864864865,0.956521739130435,0.538682
4921524J17Rik_645,0.634146341463415,0.625,0.774392
4921524J17Rik_662,0.487179487179487,0.56,0.51115
4921524J17Rik_742,0.536585365853659,0.416666666666667,0.434562
4930453N24Rik_741,0.6,0.588235294117647,0.74149
4930453N24Rik_1003,0.85,0.862068965517241,0.820239
8030462N17Rik_4857,0.766666666666667,0.80952380952381,0.68584
8030462N17Rik_4868,0.575757575757576,0.619047619047619,0.656943
9530068E07Rik_2380,0.5,0.318181818181818,0.31773
A430005L14Rik_366,0.4,0.333333333333333,0.616655
A430005L14Rik_998,0.677966101694915,0.779661016949153,0.458633
Aamp_1529,0.904761904761905,0.818181818181818,0.673074
Aars_3285,0.52,0.528846153846154,0.946164
Aars_3642,0.553333333333333,0.620689655172414,0.665168
Aasdhppt_908,0.802816901408451,0.75,0.736288
Aasdhppt_1148,0.615384615384615,0.566666666666667,0.655635
Abcd4_2151,0.6,0.571428571428571,0.682442
Abcf1_2803,0.754098360655738,0.788888888888889,0.819055
Abcf1_2942,0.46875,0.479166666666667,0.87034
Abcf1_2979,0.714285714285714,0.764705882352941,0.7688
Abcf1_3036,0.923076923076923,0.947368421052632,0.964469
Abcf2_2123,0.235294117647059,0.361702127659574,0.364551
Abcf2_2262,0.854166666666667,0.944444444444444,0.579419
Abhd11_1367,0.8,0.804878048780488,0.836826
Abhd17a_262,0.864864864864865,0.808510638297872,0.70922
Abhd17c_330,0.612903225806452,0.558823529411765,0.64675
Abhd17c_1250,0.75,0.804347826086957,0.730125
Abhd17c_1434,0.444444444444444,0.407407407407407,0.752381
Acaca_8952,0.805555555555556,0.9,0.540801
Acaca_9358,0.630434782608696,0.592592592592593,0.701464
Acaca_9430,0.486486486486487,0.583333333333333,0.517983
Acadm_1745,0.914893617021277,0.842105263157895,0.668475
Acat2_1302,0.4,0.552631578947368,0.274063
Acat2_2068,0.443037974683544,0.402777777777778,0.771534
Acsl3_2520,0.567567567567568,0.555555555555556,0.756192
Acsl3_2843,0.789473684210526,0.694444444444444,0.549214
Acsl3_2863,0.625,0.578947368421053,0.708171
Actg1_584,0.938053097345133,0.938556067588326,1
Actg1_1256,0.920838183934808,0.943430656934307,1
Actg1_1417,0.388282025819265,0.365296803652968,0.999286
Actn4_2980,0.627659574468085,0.56989247311828,0.749222
Actn4_3204,0.489795918367347,0.5,0.891312
Actr1a_1869,0.357142857142857,0.423076923076923,0.586763
Actr1a_2347,0.457142857142857,0.416666666666667,0.723053
Actr1a_2638,0.84375,0.735294117647059,0.439582
Actr1b_934,0.466666666666667,0.576923076923077,0.530717
Actr2_3016,0.44047619047619,0.511904761904762,0.649991
Actr3_2108,0.355072463768116,0.316455696202532,0.866392
Actr6_1248,0.454545454545455,0.576923076923077,0.484814
Actr8_1483,0.35,0.4,0.627837
Adam19_5652,0.6,0.666666666666667,0.604472
Add1_2165,0.75,0.904761904761905,0.270067
Add1_2690,0.91304347826087,0.925925925925926,0.900845
Add1_3557,0.634615384615385,0.657142857142857,0.780257
Add1_3683,0.523809523809524,0.464285714285714,0.632563
Adgra3_3887,0.789473684210526,0.666666666666667,0.428467
Adgra3_4131,0.857142857142857,0.8,0.652624
Adgra3_4193,0.5,0.68,0.258932
Adgra3_4224,0.666666666666667,0.681818181818182,0.778381
Adgra3_4238,0.619047619047619,0.625,0.770883
Adh5_1196,0.564935064935065,0.555555555555556,0.987704
Adi1_174,0.761904761904762,0.444444444444444,0.05175
Adipor1_2054,0.617647058823529,0.575342465753425,0.757406
