Gene,alt_mod_ratio,ref_mod_ratio,bias_pvalue
0610009B22Rik_497,0.0952380952380952,0.321428571428571,0.125072
1110038F14Rik_935,0.793103448275862,0.9,0.46161
1110038F14Rik_953,0.833333333333333,0.761904761904762,0.589112
1810009A15Rik_609,0.527777777777778,0.59375,0.688449
1810058I24Rik_508,0.868421052631579,0.850746268656716,0.916246
1810058I24Rik_581,0.852459016393443,0.855072463768116,0.943917
2210016F16Rik_1002,0.782608695652174,0.714285714285714,0.593606
2210016F16Rik_1017,0.814814814814815,0.848484848484849,0.743777
2410002F23Rik_3213,0.676470588235294,0.55,0.429428
2410002F23Rik_3289,0.540540540540541,0.636363636363636,0.510197
2410002F23Rik_3438,0.658536585365854,0.458333333333333,0.215726
2410002F23Rik_3756,0.4,0.476190476190476,0.567752
2610507B11Rik_6836,0.727272727272727,0.620689655172414,0.4787
2610507B11Rik_6857,0.818181818181818,0.8,0.777258
2610507B11Rik_6921,0.782608695652174,0.633333333333333,0.340848
2810004N23Rik_1346,0.908396946564885,0.35,1e-07
3110082I17Rik_825,0.848484848484849,0.904761904761905,0.67608
3110082I17Rik_1200,0.757575757575758,0.681818181818182,0.528146
3110082I17Rik_1269,0.566666666666667,0.5,0.611153
4930453N24Rik_741,0.65,0.642857142857143,0.750192
4930453N24Rik_1003,0.904761904761905,0.923076923076923,0.825784
4930453N24Rik_1458,0.65,0.62962962962963,0.714145
9130401M01Rik_155,0.414634146341463,0.414634146341463,0.125072
A430005L14Rik_233,0.464285714285714,0.5,0.673013
A430005L14Rik_366,0.3,0.394736842105263,0.512837
A430005L14Rik_998,0.676470588235294,0.72972972972973,0.651195
Aamp_1529,0.85,0.901639344262295,0.805691
Aars_862,0.430379746835443,0.416666666666667,0.809556
Aars_1608,0.548076923076923,0.5,0.698356
Aars_3285,0.486238532110092,0.507462686567164,0.937695
Aars_3642,0.531791907514451,0.540540540540541,0.897705
Aasdhppt_908,0.870967741935484,0.8,0.651823
Abcf1_2803,0.75609756097561,0.745098039215686,0.840709
Abcf1_2942,0.555555555555556,0.571428571428571,0.79184
Abcf1_2979,0.808510638297872,0.740740740740741,0.648163
Abcf1_3036,0.976190476190476,0.91304347826087,0.766257
Abcf2_2123,0.285714285714286,0.304878048780488,0.816044
Abcf2_2262,0.906976744186046,0.966292134831461,0.803923
Abhd11_1367,0.847826086956522,0.731707317073171,0.441525
Abhd17a_262,0.857142857142857,0.8125,0.706024
Abhd17a_1297,0.529411764705882,0.38,0.305853
Abhd17c_330,0.4,0.516129032258065,0.447842
Abhd17c_1073,0.525,0.560975609756098,0.690421
Abhd17c_1250,0.972222222222222,0.82051282051282,0.208005
Abhd17c_1434,0.363636363636364,0.577777777777778,0.162819
Abhd4_1571,0.434782608695652,0.45,0.696732
Abhd4_1864,0.652173913043478,0.565217391304348,0.437904
Abi1_981,0.347826086956522,0.56,0.146933
Abi1_1454,0.827586206896552,0.833333333333333,0.822016
Acaca_9358,0.608695652173913,0.625,0.71214
Acadm_1745,0.802816901408451,0.918367346938776,0.385605
Acadm_1876,0.485714285714286,0.472727272727273,0.835411
Acat2_1278,0.522727272727273,0.621951219512195,0.502208
Acin1_4368,0.530612244897959,0.469387755102041,0.61843
Acin1_4534,0.5,0.479166666666667,0.769141
Acp5_578,0.55,0.5,0.64108
Acsl3_2520,0.6,0.5,0.509847
Acsl3_2843,0.851851851851852,0.90625,0.72397
Acsl3_2863,0.517241379310345,0.580645161290323,0.654523
Actg1_584,0.949779735682819,0.943441636582431,1
Actg1_1256,0.923485653560043,0.923423423423423,1
Actn4_2980,0.636363636363636,0.626865671641791,0.866975
Actn4_3204,0.467741935483871,0.333333333333333,0.331362
Actr1a_2638,0.821428571428571,0.884615384615385,0.646599
Actr8_1483,0.666666666666667,0.428571428571429,0.161231
Add1_2165,0.65,0.772727272727273,0.429441
Add1_2690,0.923076923076923,0.909090909090909,0.886046
Add1_3436,0.269230769230769,0.342857142857143,0.577578
Add1_3557,0.645161290322581,0.707317073170732,0.628419
Add1_3683,0.52,0.387096774193548,0.3919
Adh5_1196,0.558252427184466,0.564516129032258,0.964716
Adipor1_2054,0.441860465116279,0.537037037037037,0.476495
Adipor2_3023,0.620689655172414,0.708333333333333,0.534882
Adipor2_3665,0.638888888888889,0.625,0.760637
Adpgk_1257,0.7,0.925925925925926,0.132361
Adpgk_1501,0.538461538461538,0.575757575757576,0.685663
Adpgk_1781,0.91304347826087,0.878787878787879,0.792421
Adpgk_2088,0.65,0.689655172413793,0.66782
Adpgk_2174,0.76,0.78125,0.753961
Adpgk_2255,0.777777777777778,0.852941176470588,0.600118
Adsl_1744,0.60377358490566,0.435897435897436,0.222568
Adss_1535,0.67948717948718,0.676923076923077,0.895653
Adss_1732,0.656716417910448,0.573529411764706,0.605189
Adss_1760,0.532467532467532,0.590909090909091,0.693307
Adss_1973,0.5,0.522388059701492,0.822328
Afg3l2_2473,0.451612903225806,0.433333333333333,0.740179
Afg3l2_3000,0.787878787878788,0.733333333333333,0.671014
Afg3l2_3069,0.592592592592593,0.607142857142857,0.754316
Aggf1_3110,0.666666666666667,0.666666666666667,0.125072
Agpat2_918,0.513513513513513,0.541666666666667,0.71584
Agpat2_1011,0.848484848484849,0.833333333333333,0.813405
Agpat2_1131,0.783783783783784,0.821428571428571,0.72194
Agpat2_1268,0.435897435897436,0.481481481481481,0.673748
Agtrap_633,0.705882352941177,0.636363636363636,0.614694
Agtrap_844,0.8,0.75,0.6682
Ahctf1_3015,0.7,0.590909090909091,0.453341
Ahctf1_5031,0.541666666666667,0.416666666666667,0.440101
Ahctf1_5049,0.96,0.928571428571429,0.83021
Ahctf1_5288,0.8,0.961538461538462,0.252373
Ahctf1_5495,0.708333333333333,0.9,0.201793
Ahctf1_5996,0.666666666666667,0.787878787878788,0.429304
Ahctf1_6178,0.666666666666667,0.794117647058823,0.413959
Ahctf1_6511,0.814814814814815,0.666666666666667,0.326827
Ahctf1_6557,0.645161290322581,0.542857142857143,0.487393
Ahctf1_6572,0.3125,0.305555555555556,0.800081
Ahctf1_6588,0.740740740740741,0.777777777777778,0.711393
Ahctf1_6848,0.46875,0.58974358974359,0.424672
Aimp2_902,0.68,0.636363636363636,0.712295
Aimp2_1156,0.529411764705882,0.705882352941177,0.261801
Ajuba_1126,0.636363636363636,0.904761904761905,0.090593
Ajuba_1868,0.692307692307692,0.714285714285714,0.72319
Ajuba_2117,0.870967741935484,0.777777777777778,0.542114
Ajuba_2377,0.866666666666667,0.815789473684211,0.709972
Ajuba_2415,0.84375,0.657894736842105,0.191916
Ak4_3978,0.636363636363636,0.333333333333333,0.068533
Akap12_2737,0.807692307692308,0.833333333333333,0.726814
Akap12_3233,0.488372093023256,0.461538461538462,0.746178
Akap12_3311,0.295454545454545,0.302325581395349,0.84651
Akap12_3406,0.625,0.631578947368421,0.794281
Akap12_3629,0.170731707317073,0.4,0.0762930000000001
Akap12_3876,0.651515151515151,0.515151515151515,0.326618
Akap12_4641,0.505154639175258,0.510416666666667,0.914179
Akap12_5396,0.678260869565217,0.639344262295082,0.844005
Akap12_5930,0.672566371681416,0.666666666666667,0.939222
Akap8_1901,0.5,0.384615384615385,0.454492
Akap8_2110,0.724137931034483,0.666666666666667,0.643487
Akirin1_916,0.258064516129032,0.391304347826087,0.391602
Akirin1_1443,0.666666666666667,0.952380952380952,0.027852
Akirin2_135,0.690909090909091,0.758620689655172,0.628815
Akirin2_908,0.384615384615385,0.470588235294118,0.55915
Alad_1181,0.611111111111111,0.6,0.75637
Aldh16a1_1966,0.6,0.5,0.512375
Aldh16a1_2496,0.5,0.538461538461538,0.66409
Aldh18a1_1655,0.576923076923077,0.53125,0.712944
Aldh18a1_2750,0.774193548387097,0.67741935483871,0.556021
Aldh18a1_3022,0.575,0.659090909090909,0.551849
Aldh18a1_3199,0.775,0.8125,0.77028
Aldh18a1_3209,0.763157894736842,0.711111111111111,0.681936
Aldh18a1_3213,0.697674418604651,0.638297872340426,0.650776
