Gene,alt_mod_ratio,ref_mod_ratio,bias_pvalue
0610009B22Rik_401,0.518518518518518,0.620689655172414,0.236167
1110038F14Rik_935,0.695652173913043,0.652173913043478,0.436806
1110038F14Rik_953,0.681818181818182,0.625,0.404106
1500009L16Rik_507,0.714285714285714,0.65625,0.333138
1700123O20Rik_1330,0.96551724137931,0.909090909090909,0.2195
1700123O20Rik_1427,0.285714285714286,0.434782608695652,0.138736
1700123O20Rik_1668,0.548387096774194,0.708333333333333,0.107664
1700123O20Rik_1695,0.428571428571429,0.4,0.428535
1810009A15Rik_609,0.637931034482759,0.67,0.309143
1810058I24Rik_508,0.847619047619048,0.873563218390805,0.301219
1810058I24Rik_581,0.804347826086957,0.822222222222222,0.387684
2210016L21Rik_925,0.484848484848485,0.5,0.457243
2310022A10Rik_2042,0.666666666666667,0.739130434782609,0.314929
2410002F23Rik_2988,0.739130434782609,0.714285714285714,0.432303
2410002F23Rik_3128,0.875,0.805555555555556,0.212974
2410002F23Rik_3213,0.743589743589744,0.657894736842105,0.190125
2410002F23Rik_3265,0.814814814814815,0.782608695652174,0.401148
2410002F23Rik_3289,0.58974358974359,0.702702702702703,0.139444
2410002F23Rik_3438,0.568181818181818,0.641025641025641,0.232699
2410002F23Rik_3535,0.594594594594595,0.823529411764706,0.012745
2410002F23Rik_3756,0.214285714285714,0.457142857142857,0.011833
2410002F23Rik_4157,0.523809523809524,0.525,0.492409
2510039O18Rik_2127,0.4,0.4,0.236167
2510039O18Rik_2212,0.92,1,0.124203
2510039O18Rik_2446,0.954545454545455,0.95,0.47373
2610001J05Rik_370,0.681818181818182,0.769230769230769,0.221455
2610001J05Rik_379,0.428571428571429,0.484848484848485,0.346343
2610001J05Rik_389,0.91304347826087,0.794117647058823,0.086901
2610001J05Rik_404,0.3,0.67741935483871,0.00326400000000004
2610507B11Rik_6836,0.64,0.53030303030303,0.119261
2610507B11Rik_6857,0.814814814814815,0.777777777777778,0.313333
2610507B11Rik_6921,0.584905660377358,0.514705882352941,0.21961
2810004N23Rik_1346,0.911111111111111,0.542553191489362,1e-07
3110082I17Rik_825,0.941176470588235,0.923076923076923,0.40541
3110082I17Rik_868,0.638888888888889,0.727272727272727,0.239859
3110082I17Rik_1200,0.56,0.675675675675676,0.158577
3110082I17Rik_1269,0.478260869565217,0.59375,0.160985
4921524J17Rik_561,0.864864864864865,0.956521739130435,0.098295
4921524J17Rik_645,0.634146341463415,0.625,0.473405
4921524J17Rik_662,0.487179487179487,0.56,0.227093
4921524J17Rik_742,0.536585365853659,0.416666666666667,0.174216
4930453N24Rik_741,0.6,0.588235294117647,0.464671
4930453N24Rik_1003,0.85,0.862068965517241,0.475836
8030462N17Rik_4857,0.766666666666667,0.80952380952381,0.357656
8030462N17Rik_4868,0.575757575757576,0.619047619047619,0.385245
9530068E07Rik_2380,0.5,0.318181818181818,0.137921
A430005L14Rik_366,0.4,0.333333333333333,0.242855
A430005L14Rik_998,0.677966101694915,0.779661016949153,0.12559
Aamp_1529,0.904761904761905,0.818181818181818,0.07845
Aars_3285,0.52,0.528846153846154,0.440372
Aars_3642,0.553333333333333,0.620689655172414,0.187807
Aasdhppt_908,0.802816901408451,0.75,0.232881
Aasdhppt_1148,0.615384615384615,0.566666666666667,0.354306
Abcd4_2151,0.6,0.571428571428571,0.436842
Abcf1_2803,0.754098360655738,0.788888888888889,0.306374
Abcf1_2942,0.46875,0.479166666666667,0.460485
Abcf1_2979,0.714285714285714,0.764705882352941,0.23097
Abcf1_3036,0.923076923076923,0.947368421052632,0.286556
Abcf2_2123,0.235294117647059,0.361702127659574,0.052858
Abcf2_2262,0.854166666666667,0.944444444444444,0.049527
Abhd11_1367,0.8,0.804878048780488,0.443729
Abhd17a_262,0.864864864864865,0.808510638297872,0.239605
Abhd17c_330,0.612903225806452,0.558823529411765,0.342249
Abhd17c_1250,0.75,0.804347826086957,0.267411
Abhd17c_1434,0.444444444444444,0.407407407407407,0.385232
Acaca_8952,0.805555555555556,0.9,0.162358
Acaca_9358,0.630434782608696,0.592592592592593,0.36917
Acaca_9430,0.486486486486487,0.583333333333333,0.224536
Acadm_1745,0.914893617021277,0.842105263157895,0.162115
Acat2_1302,0.4,0.552631578947368,0.074183
Acat2_2068,0.443037974683544,0.402777777777778,0.309256
Acsl3_2520,0.567567567567568,0.555555555555556,0.459773
Acsl3_2843,0.789473684210526,0.694444444444444,0.173665
Acsl3_2863,0.625,0.578947368421053,0.362112
Actg1_584,0.938053097345133,0.938556067588326,0.480767
Actg1_1256,0.920838183934808,0.943430656934307,0.048013
Actg1_1417,0.388282025819265,0.365296803652968,0.171606
Actn4_2980,0.627659574468085,0.56989247311828,0.249509
Actn4_3204,0.489795918367347,0.5,0.448206
Actr1a_1869,0.357142857142857,0.423076923076923,0.334273
Actr1a_2347,0.457142857142857,0.416666666666667,0.358667
Actr1a_2638,0.84375,0.735294117647059,0.142982
Actr1b_934,0.466666666666667,0.576923076923077,0.251893
Actr2_3016,0.44047619047619,0.511904761904762,0.196468
Actr3_2108,0.355072463768116,0.316455696202532,0.24239
Actr6_1248,0.454545454545455,0.576923076923077,0.23141
Actr8_1483,0.35,0.4,0.365326
Adam19_5652,0.6,0.666666666666667,0.289415
Add1_2165,0.75,0.904761904761905,0.066391
Add1_2690,0.91304347826087,0.925925925925926,0.408737
Add1_3557,0.634615384615385,0.657142857142857,0.407102
Add1_3683,0.523809523809524,0.464285714285714,0.330142
Adgra3_3887,0.789473684210526,0.666666666666667,0.148042
Adgra3_4131,0.857142857142857,0.8,0.309958
Adgra3_4193,0.5,0.68,0.07136
Adgra3_4224,0.666666666666667,0.681818181818182,0.510133
Adgra3_4238,0.619047619047619,0.625,0.486342
Adh5_1196,0.564935064935065,0.555555555555556,0.411744
Adi1_174,0.761904761904762,0.444444444444444,0.011056
Adipor1_2054,0.617647058823529,0.575342465753425,0.302583
Adipor2_3665,0.545454545454545,0.746031746031746,0.00850499999999998
Adnp2_3099,0.80952380952381,0.541666666666667,0.0252830000000001
Adnp2_3529,0.695652173913043,0.620689655172414,0.28814
